transaction_id,customer_id,transaction_date,transaction_amount
2386,368,2025-12-09,16.05
2387,162,2025-06-03,149.44
2388,183,2025-02-12,36.44
2389,254,2025-10-13,30.01
2390,253,2025-12-20,9.44
2391,370,2025-09-03,8.26
2392,268,2025-10-25,9.26
2393,204,2025-11-15,11.07
2394,260,2025-08-28,142.82
2395,270,2025-10-01,100.58
2396,24,2025-11-05,22.27
2397,110,2025-04-14,7.11
2398,224,2025-12-29,33.55
2399,248,2025-11-25,29.57
2400,110,2025-10-13,65.97
2401,53,2025-05-23,39.95
2402,399,2025-11-14,18.03
2403,387,2025-12-25,9.72
2404,385,2025-10-16,21.73
2405,210,2025-10-23,12.99
2406,261,2025-07-23,33.7
2407,85,2025-11-09,12.33
2408,297,2025-12-29,10.6
2409,53,2025-08-02,30.13
2410,327,2025-08-25,13.28
2411,94,2025-12-31,34.41
2412,296,2025-11-20,18.45
2413,186,2025-10-15,6.18
2414,297,2025-12-30,18.71
2415,358,2025-05-26,75.06
2416,11,2025-10-24,7.63
2417,342,2025-12-13,13.69
2418,310,2025-11-17,39.75
2419,99,2025-10-02,76.74
2420,305,2025-12-19,11.97
2421,171,2025-11-04,8.37
2422,244,2025-12-14,17.69
2423,34,2025-11-22,23.87
2424,327,2025-08-20,33.52
2425,318,2025-12-15,68.0
2426,133,2025-05-29,5.08
2427,267,2025-12-26,25.96
2428,369,2025-11-30,38.62
2429,68,2025-06-30,8.41
2430,378,2025-12-04,36.1
2431,308,2025-07-22,8.19
2432,129,2025-07-03,14.45
2433,153,2025-12-17,29.38
2434,224,2025-11-06,6.66
2435,207,2025-12-27,20.59
2436,123,2025-07-30,98.16
2437,75,2025-07-06,18.53
2438,147,2025-12-18,70.19
2439,22,2025-10-24,117.79
2440,140,2025-11-16,35.56
2441,267,2025-12-18,14.48
2442,308,2025-10-11,35.78
2443,211,2025-08-29,37.98
2444,87,2025-12-28,59.73
2445,58,2025-03-20,131.21
2446,85,2025-08-14,69.77
2447,159,2025-09-13,10.07
2448,197,2025-12-17,27.82
2449,51,2025-10-17,41.53
2450,72,2025-12-31,13.41
2451,28,2025-08-08,10.86
2452,158,2025-12-04,9.7
2453,352,2025-09-04,22.06
2454,142,2025-09-17,140.0
2455,155,2025-12-18,27.27
2456,152,2025-12-08,9.18
2457,187,2025-11-21,20.87
2458,252,2025-12-20,38.86
2459,214,2025-12-31,7.92
2460,352,2025-11-21,55.69
2461,256,2025-12-22,17.41
2462,78,2025-12-30,70.56
2463,303,2025-11-02,11.62
2464,85,2025-06-30,22.97
2465,83,2025-07-24,32.62
2466,351,2025-12-31,64.04
2467,168,2025-05-12,10.07
2468,297,2025-12-27,23.08
2469,226,2025-10-27,26.05
2470,291,2025-06-06,50.73
2471,158,2025-10-22,16.14
2472,327,2025-08-20,13.76
2473,391,2025-10-14,44.41
2474,235,2025-11-25,15.5
2475,15,2025-09-04,12.05
2476,254,2025-12-10,42.54
2477,37,2025-11-20,10.35
2478,114,2025-12-28,32.95
2479,208,2025-10-30,53.26
2480,156,2025-11-02,38.5
2481,28,2025-08-11,61.06
2482,362,2025-07-31,41.69
2483,204,2025-12-05,11.32
2484,176,2025-05-31,6.24
2485,273,2025-12-26,35.46
2486,194,2025-11-23,10.05
2487,300,2025-03-01,13.3
2488,111,2025-06-30,34.82
2489,140,2025-12-24,71.39
2490,306,2025-10-07,22.55
2491,335,2025-10-15,14.69
2492,344,2025-10-13,5.93
2493,296,2025-10-22,7.84
2494,390,2025-11-30,5.17
2495,359,2025-12-22,24.32
2496,397,2025-12-25,29.45
2497,20,2025-08-21,57.88
2498,347,2025-06-02,23.31
2499,56,2025-03-29,20.19
2500,355,2025-12-22,6.41
2501,345,2025-11-11,29.17
2502,166,2025-05-29,50.08
2503,223,2025-06-24,41.46
2504,296,2025-06-02,7.09
2505,355,2025-12-21,38.99
2506,168,2025-07-26,27.07
2507,55,2025-05-06,16.94
2508,96,2025-08-28,12.48
2509,121,2025-06-06,39.3
2510,29,2025-12-20,19.27
2511,385,2025-10-07,13.74
2512,303,2025-10-21,6.18
2513,210,2025-12-23,67.07
2514,383,2025-07-26,24.29
2515,120,2025-12-07,11.85
2516,268,2025-11-20,26.8
2517,153,2025-12-04,68.81
2518,102,2025-04-15,35.74
2519,9,2025-07-30,18.76
2520,47,2025-12-30,6.88
2521,67,2025-11-27,5.61
2522,341,2025-06-08,11.36
2523,161,2025-10-20,38.2
2524,196,2025-07-02,74.72
2525,217,2025-09-05,25.08
2526,182,2025-11-11,31.48
2527,53,2025-11-28,12.31
2528,201,2025-06-13,6.02
2529,383,2025-12-08,24.57
2530,197,2025-12-19,5.03
2531,165,2025-08-11,13.03
2532,109,2025-06-22,13.75
2533,231,2025-09-25,42.09
2534,370,2025-12-05,26.79
2535,215,2025-12-11,49.63
2536,288,2025-09-16,68.25
2537,255,2025-12-12,52.68
2538,54,2025-06-15,146.18
2539,198,2025-12-05,9.37
2540,322,2025-12-05,21.26
2541,87,2025-12-29,66.08
2542,129,2025-06-03,74.21
2543,250,2025-11-02,10.6
2544,138,2025-10-25,38.33
2545,9,2025-05-29,28.15
2546,5,2025-12-30,5.94
2547,266,2025-11-04,15.32
2548,195,2025-12-01,31.04
2549,290,2025-03-20,129.3
2550,196,2025-12-24,10.72
2551,24,2025-12-15,124.26
2552,356,2025-06-11,36.87
2553,397,2025-12-25,5.29
2554,112,2025-12-23,36.77
2555,99,2025-06-14,36.15
2556,40,2025-11-26,16.56
2557,68,2025-12-07,39.59
2558,140,2025-12-27,15.42
2559,226,2025-08-26,63.47
2560,264,2025-12-30,11.64
2561,301,2025-12-29,16.62
2562,362,2025-05-28,17.1
2563,324,2025-03-26,6.99
2564,367,2025-10-19,12.47
2565,4,2025-07-27,8.51
2566,246,2025-12-23,32.41
2567,339,2025-09-22,5.91
2568,58,2025-04-14,11.27
2569,15,2025-05-19,48.7
2570,270,2025-09-26,12.24
2571,176,2025-08-09,65.69
2572,138,2025-12-11,45.31
2573,39,2025-08-24,19.45
2574,104,2025-12-09,7.26
2575,136,2025-09-27,47.08
2576,211,2025-10-06,21.61
2577,355,2025-12-15,23.72
2578,383,2025-09-29,67.48
2579,124,2025-10-04,120.97
2580,113,2025-09-05,39.84
2581,315,2025-10-31,32.05
2582,207,2025-12-26,14.68
2583,193,2025-09-14,20.27
2584,157,2025-10-03,14.22
2585,377,2025-10-06,26.68
2586,231,2025-11-02,31.46
2587,27,2025-08-11,30.74
2588,8,2025-06-11,23.37
2589,72,2025-12-09,52.25
2590,341,2025-12-24,5.22
2591,332,2025-10-04,25.87
2592,291,2025-09-23,50.1
2593,270,2025-12-07,11.79
2594,214,2025-12-25,141.42
2595,368,2025-09-15,34.35
2596,292,2025-12-02,10.12
2597,214,2025-12-29,146.0
2598,142,2025-09-30,8.33
2599,39,2025-03-29,12.66
2600,250,2025-11-11,26.51
2601,109,2025-07-21,52.05
2602,55,2025-06-16,7.03
2603,62,2025-11-29,11.85
2604,270,2025-02-05,23.62
2605,344,2025-11-26,32.47
2606,344,2025-12-27,26.59
2607,172,2025-10-24,22.96
2608,101,2025-08-25,75.92
2609,306,2025-10-28,16.79
2610,355,2025-12-25,29.66
2611,159,2025-10-09,54.77
2612,246,2025-12-25,64.42
2613,290,2025-04-06,18.45
2614,136,2025-07-31,9.35
2615,245,2025-08-06,25.64
2616,205,2025-07-26,35.53
2617,27,2025-07-10,109.52
2618,118,2025-08-30,35.86
2619,340,2025-09-09,12.33
2620,295,2025-12-13,46.44
2621,96,2025-12-01,15.29
2622,292,2025-09-06,52.12
2623,184,2025-12-30,30.09
2624,328,2025-10-17,26.84
2625,239,2025-12-26,87.82
2626,129,2025-09-13,24.59
2627,54,2025-05-13,14.48
2628,184,2025-12-22,30.36
2629,331,2025-12-27,7.82
2630,90,2025-12-17,24.18
2631,267,2025-12-20,31.87
2632,20,2025-11-03,7.93
2633,301,2025-07-16,22.44
2634,28,2025-09-03,15.92
2635,289,2025-10-03,10.35
2636,94,2025-11-11,9.93
2637,196,2025-08-02,128.23
2638,172,2025-12-18,16.02
2639,233,2025-09-22,11.09
2640,72,2025-12-22,33.13
2641,244,2025-12-26,25.56
2642,19,2025-12-06,97.98
2643,54,2025-10-05,135.56
2644,186,2025-10-19,28.48
2645,172,2025-10-18,26.82
2646,318,2025-12-14,34.46
2647,197,2025-12-23,30.12
2648,132,2025-10-09,9.07
2649,14,2025-11-14,18.24
2650,191,2025-11-25,39.4
2651,226,2025-08-07,5.18
2652,232,2025-10-10,7.88
2653,337,2025-11-14,23.22
2654,284,2025-11-16,40.5
2655,246,2025-12-19,9.44
2656,338,2025-12-30,20.27
2657,124,2025-12-25,25.07
2658,54,2025-11-02,23.63
2659,152,2025-12-18,105.84
2660,209,2025-12-25,11.75
2661,24,2025-11-04,19.17
2662,254,2025-10-19,39.9
2663,19,2025-12-13,27.27
2664,168,2025-08-09,45.27
2665,93,2025-07-15,20.28
2666,77,2025-12-30,6.59
2667,292,2025-11-10,33.78
2668,303,2025-12-11,12.7
2669,75,2025-08-19,28.31
2670,161,2025-12-24,33.92
2671,206,2025-12-25,13.73
2672,291,2025-06-20,13.3
2673,339,2025-12-03,14.07
2674,278,2025-12-28,39.36
2675,298,2025-11-04,30.47
2676,103,2025-11-14,39.97
2677,297,2025-12-27,7.5
2678,344,2025-12-31,8.7
2679,284,2025-12-25,19.83
2680,117,2025-09-05,36.87
2681,126,2025-11-20,144.5
2682,231,2025-10-02,13.94
2683,147,2025-12-19,21.13
2684,324,2025-07-05,78.91
2685,362,2025-10-02,11.04
2686,236,2025-12-18,12.22
2687,49,2025-09-07,32.05
2688,296,2025-10-12,140.35
2689,50,2025-12-13,141.83
2690,393,2025-03-12,30.17
2691,390,2025-12-27,9.81
2692,42,2025-10-19,73.13
2693,30,2025-07-12,38.18
2694,321,2025-11-01,44.14
2695,187,2025-09-13,24.16
2696,245,2025-06-05,71.82
2697,153,2025-11-25,11.42
2698,51,2025-11-23,59.66
2699,175,2025-07-15,11.89
2700,236,2025-12-27,29.21
2701,28,2025-09-10,7.88
2702,159,2025-11-27,32.85
2703,219,2025-12-31,11.34
2704,346,2025-09-05,18.86
2705,96,2025-10-01,36.48
2706,183,2025-12-27,13.51
2707,216,2025-03-25,21.49
2708,369,2025-12-03,60.67
2709,347,2025-07-04,125.07
2710,362,2025-07-10,24.45
2711,352,2025-12-31,10.25
2712,126,2025-11-26,40.57
2713,45,2025-08-26,7.06
2714,110,2025-08-21,33.22
2715,87,2025-12-31,9.99
2716,10,2025-12-30,35.47
2717,385,2025-08-02,24.09
2718,25,2025-12-17,38.8
2719,368,2025-09-05,14.62
2720,393,2025-02-19,83.92
2721,383,2025-06-17,12.97
2722,133,2025-08-20,12.17
2723,127,2025-11-26,98.6
2724,198,2025-06-29,33.33
2725,44,2025-12-15,16.52
2726,162,2025-07-20,29.53
2727,339,2025-09-23,34.54
2728,228,2025-08-18,6.16
2729,56,2025-10-10,10.42
2730,156,2025-11-25,29.23
2731,310,2025-11-23,26.07
2732,140,2025-12-23,64.58
2733,332,2025-05-06,9.07
2734,194,2025-12-19,23.22
2735,351,2025-12-12,11.45
2736,188,2025-10-21,7.75
2737,364,2025-07-30,17.79
2738,133,2025-12-22,13.93
2739,369,2025-10-29,19.47
2740,313,2025-08-18,13.62
2741,247,2025-11-08,35.56
2742,140,2025-11-22,48.53
2743,362,2025-07-08,10.3
2744,73,2025-07-11,48.41
2745,113,2025-07-12,12.66
2746,124,2025-10-20,18.93
2747,377,2025-12-19,34.72
2748,193,2025-10-19,113.04
2749,216,2025-07-17,8.34
2750,255,2025-12-13,25.63
2751,288,2025-10-06,14.4
2752,40,2025-11-22,35.13
2753,332,2025-11-18,13.19
2754,144,2025-09-06,21.4
2755,270,2025-02-15,12.91
2756,232,2025-10-05,64.7
2757,321,2025-12-26,5.74
2758,117,2025-06-29,38.54
2759,342,2025-06-17,55.6
2760,354,2025-12-22,11.07
2761,271,2025-08-14,11.4
2762,197,2025-12-27,38.09
2763,77,2025-12-31,12.5
2764,232,2025-11-28,74.96
2765,214,2025-12-29,5.88
2766,175,2025-08-18,34.07
2767,186,2025-12-23,22.29
2768,19,2025-12-03,42.72
2769,224,2025-12-10,57.83
2770,155,2025-12-20,7.28
2771,261,2025-09-13,14.71
2772,184,2025-12-23,38.32
2773,104,2025-08-17,25.68
2774,354,2025-12-16,42.41
2775,371,2025-11-02,9.37
2776,25,2025-12-30,53.08
2777,393,2025-09-18,8.34
2778,47,2025-12-30,39.36
2779,78,2025-12-19,10.14
2780,58,2025-10-29,64.4
2781,138,2025-12-12,11.84
2782,197,2025-12-18,37.01
2783,111,2025-11-19,6.82
2784,245,2025-08-24,32.31
2785,313,2025-03-26,22.35
2786,284,2025-03-27,8.22
2787,111,2025-08-11,63.38
2788,233,2025-12-13,31.64
2789,255,2025-12-29,12.73
2790,147,2025-12-10,5.26
2791,30,2025-03-13,38.87
2792,233,2025-08-24,66.33
2793,144,2025-09-30,14.91
2794,166,2025-07-08,41.09
2795,321,2025-09-23,55.0
2796,324,2025-06-18,26.17
2797,291,2025-05-05,8.81
2798,93,2025-07-14,115.47
2799,377,2025-09-20,7.1
2800,355,2025-12-27,33.74
2801,226,2025-10-28,14.85
2802,368,2025-11-19,27.72
2803,332,2025-05-10,13.03
2804,291,2025-03-16,38.64
2805,45,2025-10-12,125.64
2806,164,2025-11-24,11.44
2807,284,2025-11-14,14.64
2808,231,2025-09-21,7.49
2809,8,2025-05-26,18.51
2810,342,2025-12-18,10.96
2811,153,2025-11-29,25.37
2812,114,2025-10-29,14.36
2813,111,2025-12-12,66.75
2814,262,2025-06-30,41.2
2815,145,2025-07-28,24.33
2816,188,2025-11-13,12.83
2817,236,2025-12-13,41.37
2818,107,2025-09-30,8.77
2819,385,2025-07-18,5.15
2820,160,2025-12-03,16.66
2821,346,2025-09-17,139.93
2822,391,2025-11-13,11.03
2823,2,2025-07-14,37.49
2824,183,2025-04-10,10.4
2825,68,2025-09-01,35.78
2826,141,2025-12-11,6.3
2827,107,2025-06-29,33.58
2828,293,2025-07-20,44.21
2829,161,2025-10-08,11.59
2830,235,2025-12-16,28.0
2831,191,2025-09-01,8.75
2832,108,2025-11-13,36.27
2833,281,2025-11-28,79.18
2834,11,2025-10-21,35.88
2835,169,2025-12-23,15.29
2836,350,2025-09-08,47.51
2837,295,2025-09-14,111.72
2838,187,2025-12-06,7.79
2839,374,2025-11-05,13.93
2840,182,2025-07-21,59.49
2841,400,2025-11-17,31.7
2842,247,2025-12-10,16.58
2843,264,2025-12-27,39.12
2844,94,2025-06-02,9.57
2845,77,2025-12-28,22.39
2846,250,2025-10-03,28.83
2847,56,2025-10-25,13.2
2848,370,2025-10-03,11.81
2849,12,2025-11-05,23.85
2850,111,2025-10-28,61.0
2851,389,2025-08-05,32.34
2852,388,2025-06-09,17.5
2853,120,2025-12-23,30.45
2854,111,2025-10-22,122.68
2855,144,2025-09-24,14.69
2856,292,2025-07-03,28.04
2857,304,2025-12-15,18.4
2858,214,2025-12-25,12.08
2859,223,2025-04-19,64.52
2860,47,2025-12-30,45.61
2861,350,2025-12-04,14.72
2862,172,2025-12-01,65.84
2863,286,2025-11-13,13.34
2864,50,2025-11-18,99.34
2865,292,2025-04-06,29.65
2866,111,2025-07-28,31.81
2867,233,2025-03-21,28.02
2868,385,2025-07-01,63.94
2869,165,2025-12-03,35.56
2870,395,2025-12-28,18.84
2871,246,2025-12-17,82.87
2872,182,2025-03-26,25.65
2873,123,2025-11-09,48.99
2874,73,2025-03-25,122.23
2875,261,2025-07-28,66.6
2876,313,2025-10-17,6.05
2877,201,2025-11-30,21.9
2878,178,2025-12-31,35.91
2879,256,2025-12-07,12.13
2880,352,2025-09-19,20.53
2881,315,2025-10-11,12.81
2882,354,2025-12-27,36.76
2883,275,2025-08-12,29.76
2884,69,2025-10-02,14.67
2885,170,2025-07-13,32.73
2886,304,2025-12-05,16.0
2887,321,2025-12-26,36.59
2888,29,2025-12-27,35.13
2889,313,2025-03-29,6.81
2890,235,2025-11-23,9.12
2891,22,2025-12-16,50.14
2892,248,2025-12-13,97.41
2893,326,2025-10-21,11.99
2894,187,2025-09-26,12.71
2895,399,2025-09-25,33.83
2896,125,2025-12-12,53.35
2897,393,2025-05-06,8.06
2898,62,2025-11-07,30.54
2899,135,2025-10-20,13.56
2900,352,2025-10-16,9.38
2901,261,2025-06-16,102.59
2902,78,2025-12-08,37.72
2903,211,2025-12-22,24.95
2904,52,2025-08-21,12.12
2905,295,2025-12-26,12.16
2906,389,2025-08-03,38.03
2907,74,2025-07-22,39.27
2908,231,2025-10-14,16.02
2909,399,2025-07-02,21.84
2910,358,2025-06-08,79.33
2911,175,2025-06-27,35.29
2912,108,2025-06-21,14.65
2913,351,2025-12-08,28.78
2914,139,2025-11-10,10.19
2915,291,2025-12-11,37.56
2916,282,2025-07-18,39.55
2917,187,2025-12-04,37.5
2918,168,2025-07-25,16.93
2919,101,2025-08-05,79.45
2920,176,2025-12-12,18.22
2921,368,2025-12-18,17.62
2922,162,2025-11-19,12.02
2923,160,2025-12-15,13.37
2924,337,2025-11-23,25.9
2925,124,2025-10-02,28.97
2926,41,2025-11-23,32.66
2927,44,2025-12-22,12.19
2928,180,2025-12-12,10.98
2929,310,2025-12-31,45.33
2930,289,2025-09-29,22.75
2931,216,2025-06-27,12.98
2932,369,2025-12-29,34.16
2933,225,2025-12-25,11.1
2934,257,2025-12-05,42.84
2935,44,2025-12-27,19.03
2936,140,2025-12-01,134.16
2937,129,2025-12-27,11.49
2938,358,2025-04-16,5.94
2939,293,2025-12-16,32.13
2940,296,2025-09-06,18.46
2941,247,2025-07-14,8.55
2942,310,2025-12-02,19.61
2943,292,2025-05-15,14.86
2944,55,2025-09-03,17.35
2945,183,2025-02-14,42.44
2946,42,2025-11-09,5.02
2947,387,2025-09-15,8.85
2948,22,2025-12-30,36.48
2949,125,2025-11-23,27.46
2950,391,2025-10-15,86.79
2951,113,2025-09-21,19.42
2952,321,2025-12-07,70.88
2953,368,2025-09-26,57.8
2954,29,2025-12-26,38.95
2955,87,2025-12-25,87.54
2956,132,2025-12-27,37.51
2957,359,2025-08-07,39.93
2958,244,2025-11-09,61.92
2959,284,2025-11-02,126.81
2960,45,2025-08-24,6.41
2961,356,2025-06-19,41.66
2962,42,2025-12-06,76.39
2963,69,2025-12-11,31.59
2964,229,2025-11-27,32.56
2965,383,2025-08-31,65.73
2966,204,2025-12-08,12.64
2967,209,2025-11-23,25.88
2968,56,2025-10-18,6.04
2969,351,2025-12-19,27.44
2970,207,2025-12-23,16.04
2971,61,2025-10-06,69.91
2972,395,2025-08-04,33.48
2973,390,2025-09-30,8.03
2974,136,2025-10-18,83.67
2975,315,2025-12-12,19.46
2976,267,2025-12-13,43.95
2977,135,2025-09-09,16.82
2978,145,2025-09-14,11.4
2979,11,2025-10-08,48.24
2980,85,2025-07-29,7.4
2981,236,2025-12-18,137.86
2982,268,2025-10-21,6.42
2983,176,2025-10-29,37.05
2984,305,2025-12-29,36.59
2985,222,2025-09-23,125.73
2986,195,2025-12-25,25.4
2987,299,2025-11-05,14.01
2988,354,2025-12-23,30.66
2989,289,2025-09-07,26.23
2990,160,2025-12-03,17.88
2991,355,2025-12-06,8.27
2992,183,2025-08-26,7.86
2993,186,2025-08-30,55.8
2994,144,2025-08-06,27.45
2995,96,2025-09-03,17.73
2996,164,2025-08-31,47.38
2997,47,2025-12-30,24.27
2998,107,2025-10-18,16.03
2999,364,2025-05-29,69.0
3000,32,2025-08-25,103.89
3001,178,2025-12-30,20.02
3002,40,2025-11-20,38.67
3003,367,2025-07-23,11.27
3004,239,2025-12-02,9.41
3005,175,2025-11-29,6.61
3006,399,2025-09-23,11.85
3007,297,2025-12-31,30.46
3008,123,2025-08-16,18.59
3009,74,2025-06-21,5.03
3010,41,2025-11-28,44.79
3011,160,2025-12-25,29.09
3012,51,2025-08-03,37.77
3013,281,2025-12-13,24.67
3014,169,2025-12-31,21.25
3015,331,2025-12-28,46.13
3016,391,2025-11-03,7.87
3017,126,2025-10-08,141.74
3018,266,2025-10-05,22.5
3019,31,2025-09-12,37.0
3020,162,2025-08-29,11.26
3021,152,2025-09-21,25.44
3022,330,2025-10-08,112.45
3023,244,2025-10-07,18.33
3024,388,2025-06-29,12.13
3025,140,2025-12-28,54.54
3026,339,2025-11-20,71.68
3027,270,2025-12-29,8.93
3028,342,2025-07-03,26.31
3029,299,2025-08-14,8.38
3030,114,2025-10-11,110.22
3031,322,2025-11-05,24.65
3032,125,2025-11-28,127.64
3033,113,2025-10-02,34.55
3034,142,2025-10-03,26.71
3035,98,2025-12-31,102.14
3036,388,2025-04-03,34.67
3037,57,2025-03-03,13.62
3038,39,2025-07-30,52.53
3039,256,2025-12-11,38.95
3040,219,2025-12-29,37.73
3041,326,2025-12-14,6.75
3042,216,2025-03-01,46.39
3043,111,2025-07-17,28.31
3044,297,2025-12-28,30.72
3045,201,2025-10-22,49.98
3046,83,2025-04-13,43.88
3047,30,2025-03-17,58.91
3048,347,2025-07-04,63.45
3049,261,2025-11-07,19.55
3050,15,2025-10-31,119.67
3051,245,2025-05-21,42.76
3052,102,2025-12-06,8.94
3053,110,2025-05-27,135.37
3054,141,2025-12-27,12.11
3055,56,2025-08-09,34.98
3056,12,2025-12-29,56.71
3057,123,2025-09-07,47.68
3058,201,2025-09-09,40.94
3059,228,2025-09-11,7.39
3060,217,2025-07-13,25.82
3061,30,2025-05-26,33.99
3062,335,2025-12-13,10.51
3063,98,2025-11-25,10.74
3064,215,2025-12-03,9.7
3065,282,2025-03-25,21.76
3066,271,2025-10-23,27.81
3067,306,2025-09-10,18.31
3068,250,2025-09-21,27.22
3069,191,2025-08-20,76.75
3070,57,2025-08-03,75.83
3071,19,2025-12-03,44.28
3072,52,2025-08-16,18.85
3073,169,2025-12-22,40.39
3074,10,2025-12-24,74.81
3075,50,2025-11-09,39.14
3076,337,2025-09-29,44.23
3077,90,2025-05-23,19.99
3078,55,2025-06-17,14.51
3079,4,2025-09-27,49.32
3080,37,2025-04-09,30.64
3081,139,2025-11-26,68.33
3082,358,2025-12-20,26.73
3083,43,2025-12-28,5.06
3084,127,2025-12-06,13.78
3085,136,2025-08-20,16.89
3086,135,2025-10-05,49.11
3087,289,2025-11-22,51.87
3088,299,2025-12-08,20.46
3089,178,2025-12-31,28.26
3090,178,2025-12-31,42.59
3091,44,2025-12-26,12.33
3092,310,2025-11-21,37.47
3093,326,2025-10-16,127.22
3094,228,2025-12-28,76.58
3095,45,2025-12-20,13.4
3096,328,2025-09-10,27.01
3097,360,2025-12-22,52.54
3098,138,2025-10-06,16.07
3099,254,2025-09-09,26.54
3100,293,2025-10-21,58.58
3101,112,2025-11-17,24.64
3102,20,2025-04-11,55.26
3103,110,2025-10-22,25.86
3104,125,2025-11-20,19.6
3105,67,2025-04-15,18.75
3106,244,2025-09-04,8.92
3107,216,2025-10-17,6.9
3108,360,2025-12-24,36.29
3109,354,2025-12-16,17.65
3110,231,2025-12-15,22.23
3111,168,2025-09-14,136.25
3112,301,2025-11-14,8.08
3113,115,2025-12-06,32.1
3114,309,2025-10-27,6.29
3115,204,2025-12-10,35.18
3116,96,2025-11-27,26.84
3117,14,2025-08-20,21.15
3118,233,2025-07-13,76.1
3119,346,2025-06-15,29.43
3120,236,2025-12-19,78.62
3121,164,2025-11-25,20.93
3122,177,2025-10-05,37.26
3123,224,2025-12-29,55.37
3124,109,2025-09-21,9.91
3125,191,2025-08-16,34.44
3126,197,2025-11-07,34.44
3127,345,2025-06-23,5.03
3128,256,2025-12-31,29.05
3129,195,2025-12-19,22.85
3130,391,2025-10-13,65.83
3131,87,2025-12-25,33.39
3132,140,2025-12-19,51.3
3133,271,2025-11-15,36.32
3134,213,2025-11-12,7.96
3135,22,2025-12-11,9.65
3136,109,2025-11-24,28.88
3137,324,2025-08-11,7.74
3138,197,2025-11-14,26.33
3139,118,2025-12-05,14.56
3140,93,2025-07-04,62.1
3141,266,2025-10-21,12.21
3142,400,2025-07-30,31.16
3143,289,2025-09-24,13.36
3144,27,2025-07-21,12.56
3145,30,2025-09-25,12.17
3146,99,2025-09-28,5.68
3147,111,2025-07-02,38.5
3148,168,2025-05-28,78.89
3149,245,2025-05-20,33.77
3150,357,2025-12-19,28.12
3151,289,2025-11-29,13.23
3152,152,2025-10-02,12.63
3153,186,2025-09-30,11.45
3154,20,2025-02-25,32.43
3155,348,2025-02-23,12.59
3156,112,2025-11-16,23.07
3157,289,2025-09-04,22.24
3158,20,2025-08-30,16.0
3159,28,2025-09-28,9.91
3160,252,2025-12-27,13.82
3161,369,2025-12-23,55.89
3162,111,2025-10-21,11.28
3163,204,2025-12-01,27.77
3164,115,2025-11-27,50.25
3165,141,2025-12-17,55.71
3166,206,2025-12-25,11.03
3167,371,2025-12-23,19.62
3168,31,2025-08-25,69.71
3169,147,2025-12-07,69.43
3170,213,2025-11-06,72.71
3171,260,2025-11-02,11.26
3172,180,2025-10-07,22.75
3173,156,2025-04-25,48.25
3174,282,2025-08-21,24.77
3175,120,2025-12-18,29.92
3176,177,2025-06-21,37.11
3177,24,2025-10-22,77.87
3178,2,2025-07-12,33.22
3179,115,2025-11-21,7.15
3180,138,2025-10-31,24.32
3181,201,2025-08-13,22.44
3182,27,2025-04-29,7.63
3183,145,2025-06-10,69.77
3184,24,2025-12-15,6.13
3185,168,2025-08-29,63.19
3186,195,2025-12-16,10.63
3187,44,2025-12-15,8.98
3188,273,2025-10-07,9.32
3189,340,2025-12-02,5.13
3190,32,2025-09-07,141.35
3191,204,2025-12-28,7.67
3192,195,2025-12-11,9.48
3193,2,2025-10-09,10.63
3194,315,2025-12-25,114.2
3195,165,2025-12-17,41.89
3196,262,2025-06-24,26.41
3197,344,2025-11-25,11.59
3198,268,2025-11-29,23.02
3199,250,2025-10-29,9.02
3200,341,2025-09-13,45.91
3201,358,2025-11-18,39.03
3202,58,2025-11-13,6.38
3203,257,2025-12-27,28.48
3204,120,2025-12-31,10.06
3205,108,2025-11-18,11.33
3206,115,2025-12-21,13.16
3207,147,2025-12-27,17.04
3208,303,2025-08-08,118.08
3209,379,2025-08-07,21.37
3210,400,2025-09-04,32.1
3211,239,2025-12-15,12.32
3212,270,2025-11-10,116.62
3213,288,2025-06-27,33.75
3214,75,2025-07-03,26.34
3215,136,2025-07-20,78.77
3216,76,2025-11-13,5.72
3217,217,2025-07-02,52.11
3218,153,2025-12-31,38.79
3219,138,2025-09-10,7.96
3220,152,2025-07-27,67.22
3221,47,2025-12-31,17.97
3222,257,2025-12-23,10.98
3223,247,2025-09-05,22.59
3224,347,2025-04-29,39.43
3225,360,2025-12-23,21.39
3226,345,2025-09-01,70.79
3227,305,2025-12-30,37.02
3228,356,2025-03-28,39.07
3229,58,2025-09-09,5.92
3230,175,2025-04-21,33.73
3231,171,2025-10-07,82.4
3232,222,2025-12-21,74.19
3233,156,2025-12-03,15.26
3234,96,2025-09-01,111.11
3235,364,2025-05-25,32.43
3236,282,2025-12-06,16.22
3237,86,2025-12-18,37.56
3238,210,2025-10-12,11.01
3239,308,2025-04-23,39.21
3240,53,2025-05-10,21.23
3241,282,2025-06-05,41.75
3242,133,2025-08-09,11.83
3243,357,2025-12-14,35.21
3244,85,2025-06-10,6.32
3245,20,2025-09-11,34.86
3246,310,2025-11-17,37.44
3247,266,2025-12-23,25.47
3248,27,2025-07-19,32.55
3249,47,2025-12-30,13.78
3250,257,2025-12-28,37.98
3251,103,2025-07-11,5.86
3252,135,2025-09-03,39.91
3253,270,2025-11-15,5.67
3254,134,2025-12-30,5.4
3255,144,2025-08-21,12.47
3256,286,2025-01-20,27.75
3257,10,2025-11-14,21.65
3258,388,2025-03-20,13.11
